County,PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
Ashkezar,T2M_MIN,2019,-4.37,-4.23,-2.4,2.31,9.24,14.78,19.25,16.72,12.3,8.02,-3.8,-2.44,-4.37
Ashkezar,T2M_MIN,2020,-6.88,-6.52,-2.56,1.36,8.96,16.67,17.78,14.76,9.08,5.14,-0.36,-5.92,-6.88
Ashkezar,T2M_MIN,2021,-6.53,-6.11,0.2,5.36,10.31,17.54,18.64,16.89,12.99,4.54,-1.79,-1.28,-6.53
Ashkezar,T2M_MIN,2022,-5.44,-3.78,1.11,7.32,8.47,15.98,18.05,12.15,16.17,9.54,3.02,-3.98,-5.44
Ashkezar,T2M_MIN,2023,-6.79,-5.52,1.68,2.04,7.19,17.02,19.69,13.45,11.66,9.83,3.02,-1.18,-6.79
Ashkezar,T2M_MIN,2024,-2.41,-7.75,-7.94,5.03,8.58,15.95,21.2,17.65,8.52,5.27,-0.62,-6.19,-7.94
Abarkooh,T2M,2015,4.57,5.94,8.12,15.77,21.15,27.08,26.24,25.29,20.97,17.86,8.55,4.02,15.51
Abarkooh,T2M,2016,3.89,5.64,9.77,13.47,21.99,24.72,28.69,24.18,23.72,16.67,9.57,7.16,15.82
Abarkooh,T2M,2017,4.13,4.11,8.43,15.97,21.29,26.96,26.84,24.46,21.84,17.64,10.2,6.37,15.75
Abarkooh,T2M,2018,3.49,7.18,12.53,14.49,18.28,26.68,27.33,26.69,23.33,16.14,8.56,5.66,15.91
Abarkooh,T2M,2019,4.96,3.72,6.56,11.79,18.81,26.33,29.48,26.31,24.49,17.49,7.03,4.67,15.21
Abarkooh,T2M,2020,1.52,5.68,8.12,13.06,19.25,26.02,27.36,27.83,21.31,15,9.84,4.09,14.95
Abarkooh,T2M,2021,3.03,6.73,11.31,16.77,21.26,27.39,28.69,26.63,23.34,16.75,9.12,6.48,16.51
Abarkooh,T2M,2022,3.14,5.75,11.34,17.37,19.65,26.76,27.72,23.64,23.25,18.02,10.28,3.96,15.95
Abarkooh,T2M,2023,0.73,5.19,9.76,13.97,20.49,27.41,29.45,25.96,23.98,18.39,11.2,7.51,16.23
Abarkooh,T2M,2024,6.17,4.62,8.19,12.96,19.02,26.55,30.69,29.69,23.05,17.41,12.16,4.55,16.29
Abarkooh,T2M_MAX,2015,17.56,19.35,24.51,28.73,35.04,38.14,37.04,36.6,35.17,30.14,21.48,19.62,38.14
Abarkooh,T2M_MAX,2016,16.33,20.94,23.72,28.68,34.34,37.08,39.43,36.3,35.94,27.86,24.52,20.65,39.43
Abarkooh,T2M_MAX,2017,19.71,15.77,21.09,30.23,35.25,39.15,39.46,35.46,33,30.87,24.7,22.06,39.46
Abarkooh,T2M_MAX,2018,18.99,20.89,29.08,27.26,33.75,38.5,38.33,37.98,35.44,29.42,19.74,19.2,38.5
Abarkooh,T2M_MAX,2019,16.73,18.58,19.46,23.24,31.12,38.81,39.93,40.31,36.24,30.77,22.34,17.76,40.31
Abarkooh,T2M_MAX,2020,13.39,20.28,21.26,25.76,33.05,37.85,37.26,40.51,32.38,28.45,26.06,16.09,40.51
Abarkooh,T2M_MAX,2021,17.25,19.79,25.71,29.4,35.57,39.3,40.11,37.41,34.21,30.93,25.16,20.2,40.11
Abarkooh,T2M_MAX,2022,16.54,18.88,24.6,28.09,34.13,38.98,41.51,37.58,34.34,29.5,25.23,16.96,41.51
Abarkooh,T2M_MAX,2023,12.17,17.08,22.1,26.46,34.4,40.76,39.95,38.03,35.98,31.24,23.44,19.13,40.76
Abarkooh,T2M_MAX,2024,18.32,19.49,23.66,24.82,34.9,39.27,41.87,40.46,34.78,30.01,25.66,18.75,41.87
Abarkooh,T2M_MIN,2015,-7.45,-6.55,-6.84,1.88,8.81,14.95,15.4,13.76,8.35,6.72,-2.08,-5.59,-7.45
Abarkooh,T2M_MIN,2016,-5.56,-6.59,-2.97,-1.06,8.78,10.77,17.88,13.31,9.34,4.52,-6.87,-4.23,-6.87
Abarkooh,T2M_MIN,2017,-6.25,-8.92,-1.82,-0.05,8.73,12.29,13.43,11.52,10.86,6.64,-3.07,-4.26,-8.92
Abarkooh,T2M_MIN,2018,-7.1,-4.26,-1,1.37,6.4,15.21,14.19,14.74,11.28,2.81,-1.9,-3.76,-7.1
Abarkooh,T2M_MIN,2019,-4.77,-5.61,-4.7,-1.54,5.27,12.41,18.39,14.45,11.25,6.63,-3.12,-4.2,-5.61
Abarkooh,T2M_MIN,2020,-8.94,-7.69,-4.44,1.33,5.92,13.3,16.29,14.57,8.59,3.04,-1.45,-7.01,-8.94
Abarkooh,T2M_MIN,2021,-6.54,-6.5,-2.4,0.49,7.02,15.25,17.5,14.74,11.93,4.36,-0.46,-2.12,-6.54
Abarkooh,T2M_MIN,2022,-7.89,-5.05,-1.9,5.2,5.39,12.9,14.31,10.01,13.74,7.21,1.36,-5.15,-7.89
Abarkooh,T2M_MIN,2023,-9.01,-6.07,-0.95,-1.12,4.67,15.4,17.94,11.07,10.62,8.01,0.35,-2.75,-9.01
Abarkooh,T2M_MIN,2024,-4.07,-8.04,-8.19,2,4.88,14.04,19.41,17.3,7.85,5.07,-1.4,-6.26,-8.19
Khatam,T2M,2015,3.95,5.47,7.88,15.92,20.99,26.16,25.76,24.7,20.72,17.46,8.46,4.1,15.18
Khatam,T2M,2016,3.83,5.53,9.17,12.96,21.81,24.34,28.06,23.3,23.2,16.64,9.88,7.4,15.54
Khatam,T2M,2017,4.18,3.55,7.49,14.78,20.25,26.11,26.24,23.62,20.81,17.25,9.82,5.79,15.05
Khatam,T2M,2018,3.52,7.26,11.95,14.45,18.9,26.31,26.52,25.91,22.91,16.15,8.61,5.76,15.73
Khatam,T2M,2019,4.8,3.28,6.22,11.68,18.5,25.41,28.77,25.48,24.37,17.32,7.37,4.78,14.9
Khatam,T2M,2020,1.52,5.55,7.58,12.88,18.77,25.98,27.02,27.8,20.38,14.35,9.63,4.42,14.68
Khatam,T2M,2021,3.13,7.02,11.53,17.04,21.09,26.63,27.74,25.79,22.52,16.69,9.65,6.65,16.34
Khatam,T2M,2022,3.38,5.9,11.02,16.51,19.77,26.17,27.22,22.32,22.69,17.45,10.42,4.32,15.64
Khatam,T2M,2023,0.35,5.83,9.51,13.51,20.25,26.91,28.89,25.33,23.96,18.33,11.29,7.6,16.03
Khatam,T2M,2024,6.19,5.05,8.18,12.78,18.59,26.22,30.29,28.83,22.7,17.34,12.07,4.51,16.1
Khatam,T2M_MAX,2015,16.87,18.23,22.12,28.43,34.89,37.75,36.29,35.25,34.48,29.26,21.69,17.81,37.75
Khatam,T2M_MAX,2016,14.8,19.46,22.5,27.92,34.6,36.63,38.05,35.24,34.35,27.65,23.78,19.97,38.05
Khatam,T2M_MAX,2017,19.5,13.72,19.04,27.59,34.26,37.84,38.07,34.5,32.4,29.49,23.56,20.13,38.07
Khatam,T2M_MAX,2018,17.5,20.73,27.7,26.26,34.39,38.24,36.98,37.12,34.86,29.15,19.15,18.47,38.24
Khatam,T2M_MAX,2019,15.74,16.7,19.23,22.8,30.17,37.82,38.9,39.42,35.24,30.27,23.19,15.93,39.42
Khatam,T2M_MAX,2020,12.79,18.64,20.34,25.28,32.83,38.39,37.05,38.83,32.21,28.04,24.89,16.41,38.83
Khatam,T2M_MAX,2021,15.8,18.54,25.77,29.78,35.29,38.48,39.52,36.92,33.43,30.79,23.98,18.11,39.52
Khatam,T2M_MAX,2022,14.46,18.67,24.51,27.44,34.16,38.45,40.01,35.92,33.79,29,23.54,17.12,40.01
Khatam,T2M_MAX,2023,11.11,16.35,21.03,24.93,34.32,38.82,39.02,37.38,35.4,31.05,22.42,18.71,39.02
Khatam,T2M_MAX,2024,17.43,19.07,22.51,24.67,34.84,37.32,41.25,39.31,34.48,29.25,24.81,16.02,41.25
Khatam,T2M_MIN,2015,-8.67,-7.05,-6.48,3.46,9.1,13.91,14.82,12.24,7.06,5.86,-3.68,-6.67,-8.67
Khatam,T2M_MIN,2016,-6.01,-6.44,-3.3,-3.5,9.51,8.94,14.7,11.73,9.4,4.81,-5.29,-4.71,-6.44
Khatam,T2M_MIN,2017,-7.09,-9.56,-3.1,-2.38,7.82,10.69,12.61,9.84,8.2,6.28,-4.11,-5.3,-9.56
Khatam,T2M_MIN,2018,-6.58,-4.58,-1.32,1.11,6.3,14.38,13.62,14.2,9.99,0.87,-1.15,-3.94,-6.58
Khatam,T2M_MIN,2019,-6.72,-6.49,-5.48,-1.54,4.81,11.17,17.87,12.47,11.55,7.48,-5.16,-5.38,-6.72
Khatam,T2M_MIN,2020,-7.5,-8.02,-5.66,1.5,5.92,13.24,15.51,11.5,8.14,0.7,-3.05,-6.92,-8.02
Khatam,T2M_MIN,2021,-6.81,-5.71,-2.02,2.45,7.79,12.23,15.69,12.54,11.66,2.88,0.42,-2.91,-6.81
Khatam,T2M_MIN,2022,-6.99,-4.9,-1.29,4.39,5.98,9.93,14.09,8.61,11.5,5.38,-0.16,-5.27,-6.99
Khatam,T2M_MIN,2023,-11.69,-5.64,-1.64,-1.51,4.55,15.29,16.58,10.25,10.34,7.8,0.88,-3.63,-11.69
Khatam,T2M_MIN,2024,-3.8,-8.1,-8.57,1.24,4.52,13.52,19.89,15.46,8.39,4.43,-2.18,-7.36,-8.57
